Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1847.659505958214
FDW14,OUT017,1584.5929974650053
NCN55,OUT010,1821.830457951274
FDQ58,OUT017,2589.304677926861
FDY38,OUT027,5098.008932953708
FDH56,OUT046,1954.749752805239
FDL48,OUT018,646.9891071832164
FDC48,OUT027,2862.562044808925
FDN33,OUT045,1555.7212718516412
FDA36,OUT017,3074.8364189434974
FDT44,OUT017,2022.0065263085708
FDQ56,OUT045,1397.513511441884
NCC54,OUT019,1803.7451071047462
FDU11,OUT049,2100.32207764475
DRL59,OUT013,1040.162090578228
FDM24,OUT049,2546.213575662476
FDI57,OUT045,3277.319349384352
DRC12,OUT018,2706.327469551635
NCM42,OUT027,3249.398920856689
FDA46,OUT010,1116.456353955004
FDA31,OUT013,2830.494399957552
NCJ31,OUT035,3769.9806235682368
FDG52,OUT046,852.4441686292414
NCL19,OUT019,380.5016837987939
FDS10,OUT035,2958.4771140726416
FDX22,OUT010,1424.4077769591493
NCF19,OUT035,960.6283180212178
NCE06,OUT046,2523.865722331364
DRC27,OUT046,3811.5104659314707
FDE21,OUT035,2046.7827417143749
NCR42,OUT019,-1261.8021582346737
FDX51,OUT018,2868.1316354415308
NCR06,OUT018,499.86071261269774
FDU31,OUT027,4932.480526701662
FDU59,OUT017,2735.7949024327877
FDR03,OUT027,4751.351336454643
FDS49,OUT027,2839.668479767174
FDD48,OUT010,-26.341360277036983
NCF18,OUT017,3056.0841585622334
NCD43,OUT027,3153.0095279434477
NCD54,OUT018,1972.4014259809483
FDY19,OUT010,4.340411722698491
NCY54,OUT017,2783.47828760268
NCL19,OUT018,2023.2391679511584
FDP23,OUT010,1533.9328755496151
FDC26,OUT013,1875.6338369567877
FDR14,OUT010,-967.1970771183724
NCS41,OUT035,2979.7067262859614
FDF41,OUT035,3932.7923979577877
FDU34,OUT046,1996.5530907238083
DRH11,OUT046,1068.849846466867
FDM03,OUT013,1815.1327025694195
FDS31,OUT017,3007.224494726909
FDJ20,OUT017,2098.5633342270357
FDV44,OUT027,4503.136734237636
FDG02,OUT049,3091.6259571448004
FDA09,OUT013,2879.565301180824
FDT04,OUT013,743.8440209572268
FDL58,OUT019,2231.4581783380113
FDE52,OUT045,1468.9472223057555
FDW12,OUT035,2486.525758648183
FDL51,OUT017,3448.064332620247
NCY42,OUT027,3722.79514843275
FDR07,OUT017,1695.269927455734
FDN40,OUT045,2371.199651287848
FDB35,OUT027,3015.944453549665
FDA22,OUT017,2742.667226419863
NCL06,OUT046,4013.389500811645
FDI35,OUT013,2920.6404656371124
NCW42,OUT045,3348.686173055622
NCX06,OUT049,2890.00297293855
FDC37,OUT027,3245.270247776008
FDZ14,OUT018,1729.8876070470649
DRG49,OUT049,3866.37433253304
NCG06,OUT045,3877.706926261277
DRC36,OUT045,2483.519617325667
FDV21,OUT019,102.08601093777042
FDB53,OUT046,2326.999856154658
DRP47,OUT019,2050.9883726511744
FDA14,OUT013,2336.1586041549895
DRC24,OUT035,2516.7578240769826
FDW21,OUT018,1445.7828908012573
NCH29,OUT046,1603.5723946161584
FDU58,OUT013,3065.630483772009
FDY27,OUT017,2901.9126923408826
FDV56,OUT035,1959.7647305452606
FDT59,OUT046,3620.740804431627
FDB23,OUT046,3552.262499861019
FDR49,OUT045,790.730599537268
FDB03,OUT010,1822.3280931981399
FDN39,OUT045,2616.3121650778553
FDX02,OUT027,4918.114921382676
FDQ16,OUT027,3209.052290994959
FDU35,OUT018,1402.1414385039532
NCT29,OUT013,1999.0116540690715
FDZ27,OUT046,876.1399233438676
FDN57,OUT017,2334.926382164873
FDA03,OUT018,2050.719872344536
FDZ36,OUT045,2912.421868443891
NCU05,OUT013,1394.311639987181
FDT39,OUT018,2228.5702356604133
FDK60,OUT017,1724.2763760230582
FDZ25,OUT017,2821.3443787733386
FDG12,OUT046,2037.8172417649287
DRB01,OUT019,1099.9513399241046
NCC43,OUT027,5318.977804715394
FDX13,OUT019,2001.4808526856352
FDM22,OUT049,1068.1020264506262
FDJ03,OUT027,2362.9197337801047
FDU14,OUT018,3572.4956431088635
FDB33,OUT010,645.9445103093103
FDP27,OUT046,3015.3865913061854
FDO38,OUT010,-602.6019466541713
FDE28,OUT027,5076.6295942984125
FDO27,OUT035,1739.9924261435192
DRL23,OUT027,3275.989277586176
FDS28,OUT046,1010.333757185732
FDX24,OUT013,1615.1921074315005
FDZ02,OUT035,1742.753381081118
FDL46,OUT045,1825.331768614514
FDS60,OUT027,4281.534416000226
NCO06,OUT017,687.6338277621977
FDO16,OUT035,1557.5194172367906
FDC60,OUT049,1580.7553874290672
FDA48,OUT018,3152.188977681226
FDZ36,OUT027,4447.698514656098
FDK27,OUT045,1953.5476082762996
FDW23,OUT018,480.59341048587635
FDM14,OUT018,1548.6325046574004
FDM14,OUT013,1842.8546626218235
FDW60,OUT018,2595.622675386128
FDE21,OUT013,1973.5680746515773
NCM42,OUT035,1896.5879987806998
FDY59,OUT010,-319.76963076148854
DRI49,OUT049,1387.967155350447
FDT28,OUT019,514.608019758906
FDQ22,OUT018,476.4273526975025
FDR60,OUT049,1369.9012137549403
FDC50,OUT019,-331.1932470894096
FDV24,OUT013,2474.2170662653034
